CASE_ID,FARM_ID,member_id,relation_type,other_relation,house_head,sex,age,highest_edu,bank_status,socialmedia,current_location,current_status,status_2021,current_monthly_income,monthly_income_2021
4899844,4411,2,Spouse,,No,Female,71,"Secondary special, incomplete higher (technical school, college)",Yes,No,This village,Pensioner,Pensioner,2000 to 5000 UAH,2000 to 5000 UAH
4899844,4411,3,Daughter/Son,,No,Male,41,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",5000 to 10000 UAH,5000 to 10000 UAH
4899947,6712,1,1,,Yes,Male,52,"Vocational school (PTU, lyceum)",No,No,This village,"Work based on engagement contract, author contract","Work based on engagement contract, author contract",No income,Up to 2 000 UAH
4899947,6712,2,Mother/Farther,,No,Female,78,Some secondary school,No,No,This village,Pensioner,Pensioner,2000 to 5000 UAH,2000 to 5000 UAH
4899947,6712,3,Spouse,,No,Female,44,Some secondary school,No,Yes,This village,"Work based on engagement contract, author contract","Work based on engagement contract, author contract",No income,
4899947,6712,4,Daughter/Son,,No,Female,22,Complete secondary school,No,Yes,This village,Student,Student,No income,No income
4899947,6712,5,Daughter/Son,,No,Male,18,Complete secondary school,No,Yes,This village,Student,Student,No income,No income
4900082,623,1,1,,Yes,Male,48,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)",Employed by an employer (in the private or public sector),,
4900082,623,2,Spouse,,No,Female,43,Higher (master degree or PhD),No,Yes,This village,Housewife (incl. maternity leave),Housewife (incl. maternity leave),No income,No income
4900101,1925,1,1,,Yes,Male,43,Complete secondary school,Yes,,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",No income,2000 to 5000 UAH
4900101,1925,2,Spouse,,No,Female,28,Complete secondary school,No,,This village,Housewife (incl. maternity leave),Housewife (incl. maternity leave),No income,No income
4900101,1925,3,Daughter/Son,,No,Female,19,"Secondary special, incomplete higher (technical school, college)",Yes,,This village,Student,Student,2000 to 5000 UAH,No income
4900238,539,1,1,,Yes,Male,59,Higher (master degree or PhD),Yes,No,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",More than 15000 UAH,More than 15000 UAH
4900272,6725,1,1,,Yes,Female,65,Higher (master degree or PhD),Yes,Yes,This village,Pensioner,Pensioner,2000 to 5000 UAH,2000 to 5000 UAH
4900303,2767,1,1,,Yes,Male,36,Higher (master degree or PhD),Yes,No,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",5000 to 10000 UAH,5000 to 10000 UAH
4900303,2767,2,Spouse,,No,Female,35,Higher (master degree or PhD),Yes,Yes,This village,Housewife (incl. maternity leave),Housewife (incl. maternity leave),No income,No income
4900303,2767,3,Daughter/Son,,No,Male,17,Complete secondary school,Yes,Yes,This village,Student,Student,No income,No income
4900331,6804,1,1,,No,Female,66,Higher (master degree or PhD),Yes,Yes,This village,Pensioner,Pensioner,2000 to 5000 UAH,2000 to 5000 UAH
4900331,6804,2,Spouse,,Yes,Male,59,Complete secondary school,Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
4900642,1495,1,1,,Yes,Male,44,"Secondary special, incomplete higher (technical school, college)",No,Yes,This village,Military service,"Carrying out independent activity, profession (own business, shop, farm, free profession)",,
4900642,1495,2,Spouse,,No,Female,40,"Vocational school (PTU, lyceum)",Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
4900642,1495,3,Daughter/Son,,No,Male,20,"Secondary special, incomplete higher (technical school, college)",Yes,,This village,Student,Student,5000 to 10000 UAH,5000 to 10000 UAH
4900687,6239,1,1,,No,Female,40,Complete secondary school,Yes,Yes,This village,Housewife (incl. maternity leave),Housewife (incl. maternity leave),2000 to 5000 UAH,5000 to 10000 UAH
4900687,6239,2,Spouse,,Yes,Male,47,Higher (master degree or PhD),Yes,Yes,This village,Housewife (incl. maternity leave),Employed by an employer (in the private or public sector),2000 to 5000 UAH,5000 to 10000 UAH
4900687,6239,3,Daughter/Son,,No,Male,19,Complete secondary school,Yes,Yes,This village,Student,Student,Up to 2 000 UAH,Up to 2 000 UAH
4900695,6761,1,1,,Yes,Male,67,Higher (master degree or PhD),Yes,No,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",5000 to 10000 UAH,5000 to 10000 UAH
4900695,6761,2,Spouse,,No,Female,65,"Secondary special, incomplete higher (technical school, college)",Yes,No,This village,Pensioner,Pensioner,2000 to 5000 UAH,2000 to 5000 UAH
4900733,6182,1,1,,Yes,Female,60,Higher (master degree or PhD),Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),10000 to 15000 UAH,10000 to 15000 UAH
4900733,6182,2,Spouse,,Yes,Male,62,Complete secondary school,Yes,No,This village,Pensioner,Pensioner,2000 to 5000 UAH,2000 to 5000 UAH
4900878,3745,1,1,,Yes,Male,48,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",5000 to 10000 UAH,5000 to 10000 UAH
4900878,3745,2,Spouse,,No,Female,48,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,This village,"Supporting members in the family enterprise, shop, farm","Supporting members in the family enterprise, shop, farm",No income,No income
4900909,6955,1,1,,No,Female,31,Higher (master degree or PhD),Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),10000 to 15000 UAH,10000 to 15000 UAH
4900968,6765,1,1,,No,Female,42,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,This village,Unemployed (seeking for job),Unemployed (seeking for job),,5000 to 10000 UAH
4900968,6765,2,Spouse,,Yes,Male,51,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",5000 to 10000 UAH,5000 to 10000 UAH
4901079,1418,1,1,,Yes,Male,33,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",5000 to 10000 UAH,More than 15000 UAH
4901079,1418,2,Spouse,,Yes,Female,33,Higher (master degree or PhD),Yes,Yes,This village,"Supporting members in the family enterprise, shop, farm","Supporting members in the family enterprise, shop, farm",5000 to 10000 UAH,5000 to 10000 UAH
4901079,1418,3,Grandmother/Grandfather,,Yes,Male,,"Secondary special, incomplete higher (technical school, college)",Yes,No,This village,"Supporting members in the family enterprise, shop, farm","Supporting members in the family enterprise, shop, farm",Up to 2 000 UAH,Up to 2 000 UAH
4901292,5420,1,1,,Yes,Male,32,Complete secondary school,Yes,No,This village,"Work based on engagement contract, author contract","Work based on engagement contract, author contract",No income,2000 to 5000 UAH
4901292,5420,2,Spouse,,No,Female,27,"Secondary special, incomplete higher (technical school, college)",No,Yes,This village,Housewife (incl. maternity leave),Employed by an employer (in the private or public sector),No income,2000 to 5000 UAH
4901309,6345,1,1,,No,Male,34,Higher (master degree or PhD),Yes,No,This village,"Work based on engagement contract, author contract","Work based on engagement contract, author contract",10000 to 15000 UAH,More than 15000 UAH
4901309,6345,2,Mother/Farther,,Yes,Male,66,Higher (master degree or PhD),Yes,No,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",10000 to 15000 UAH,More than 15000 UAH
4901309,6345,3,Mother/Farther,,No,Female,66,Higher (master degree or PhD),Yes,,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",5000 to 10000 UAH,5000 to 10000 UAH
4901309,6345,4,Sister/Brother,,,Female,,,,,,,,,
4901358,7102,1,1,,Yes,Male,44,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),2000 to 5000 UAH,5000 to 10000 UAH
4901358,7102,2,Spouse,,No,Female,40,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,This village,Housewife (incl. maternity leave),Housewife (incl. maternity leave),No income,No income
4901675,7177,1,1,,Yes,Male,48,Higher (master degree or PhD),Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),More than 15000 UAH,More than 15000 UAH
4901801,2830,1,1,,Yes,Male,32,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",More than 15000 UAH,More than 15000 UAH
4901801,2830,2,Spouse,,No,Female,26,Base higher (bachelor degree),Yes,Yes,This village,Housewife (incl. maternity leave),Housewife (incl. maternity leave),10000 to 15000 UAH,10000 to 15000 UAH
4903151,1773,1,1,,Yes,Male,54,"Vocational school (PTU, lyceum)",Yes,No,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",5000 to 10000 UAH,5000 to 10000 UAH
4903151,1773,2,Spouse,,Yes,Female,51,Higher (master degree or PhD),Yes,Yes,This village,"Work based on engagement contract, author contract","Work based on engagement contract, author contract",,
4903173,5271,1,1,,Yes,Female,41,Higher (master degree or PhD),Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),10000 to 15000 UAH,10000 to 15000 UAH
4903173,5271,2,Spouse,,Yes,Male,44,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",,5000 to 10000 UAH
4903173,5271,3,Daughter/Son,,No,Male,22,Higher (master degree or PhD),Yes,Yes,Different Oblast,Student,Student,2000 to 5000 UAH,2000 to 5000 UAH
4903175,6826,1,1,,Yes,Male,33,Higher (master degree or PhD),Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),More than 15000 UAH,More than 15000 UAH
4903175,6826,2,Spouse,,No,Female,34,Higher (master degree or PhD),Yes,Yes,Abroad,"Work based on engagement contract, author contract",Housewife (incl. maternity leave),No income,No income
4903206,6261,1,1,,Yes,Female,52,Higher (master degree or PhD),Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),10000 to 15000 UAH,5000 to 10000 UAH
4903206,6261,2,Spouse,,Yes,Male,57,"Secondary special, incomplete higher (technical school, college)",Yes,No,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
4903235,6361,1,1,,No,Female,35,Complete secondary school,Yes,Yes,This village,Housewife (incl. maternity leave),Housewife (incl. maternity leave),5000 to 10000 UAH,5000 to 10000 UAH
4903235,6361,2,Spouse,,Yes,Male,37,Complete secondary school,Yes,Yes,This village,Military service,Housewife (incl. maternity leave),More than 15000 UAH,2000 to 5000 UAH
4903296,6120,1,1,,No,Female,51,Higher (master degree or PhD),Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),10000 to 15000 UAH,5000 to 10000 UAH
4903296,6120,2,Spouse,,Yes,Male,60,Complete secondary school,Yes,No,This village,Pensioner,Pensioner,2000 to 5000 UAH,2000 to 5000 UAH
4903296,6120,3,Daughter/Son,,No,Female,28,Higher (master degree or PhD),Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),2000 to 5000 UAH,2000 to 5000 UAH
4903296,6120,4,Daughter/Son,,No,Female,23,Complete secondary school,Yes,Yes,This village,Student,Student,No income,No income
4903442,2825,1,1,,Yes,Male,67,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",2000 to 5000 UAH,5000 to 10000 UAH
4903442,2825,2,Spouse,,No,Female,64,"Secondary special, incomplete higher (technical school, college)",Yes,No,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),2000 to 5000 UAH,5000 to 10000 UAH
4903442,2825,3,Daughter/Son,,No,Female,36,"Secondary special, incomplete higher (technical school, college)",Yes,No,This village,Unable to work,Unable to work,2000 to 5000 UAH,2000 to 5000 UAH
4903442,2825,4,Granddaughter/Grandson,,No,Female,24,Higher (master degree or PhD),Yes,Yes,This village,Unemployed (seeking for job),Employed by an employer (in the private or public sector),Up to 2 000 UAH,5000 to 10000 UAH
4903464,6849,1,1,,Yes,Male,63,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
4903464,6849,2,Spouse,,No,Female,59,Higher (master degree or PhD),Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),,
4903543,6290,1,1,,Yes,Male,51,Complete secondary school,No,No,This village,"Work based on engagement contract, author contract","Work based on engagement contract, author contract",2000 to 5000 UAH,2000 to 5000 UAH
4903543,6290,2,Spouse,,Yes,Female,50,"Vocational school (PTU, lyceum)",No,Yes,This village,"Work based on engagement contract, author contract","Work based on engagement contract, author contract",Up to 2 000 UAH,Up to 2 000 UAH
4903543,6290,3,Daughter/Son,,No,Female,18,"Vocational school (PTU, lyceum)",No,Yes,Different Rayon in the same Oblast,Student,Student,Up to 2 000 UAH,Up to 2 000 UAH
4903615,4302,1,1,,Yes,Male,53,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",More than 15000 UAH,More than 15000 UAH
4903615,4302,2,Spouse,,Yes,Female,53,Higher (master degree or PhD),Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),10000 to 15000 UAH,10000 to 15000 UAH
4903615,4302,3,Daughter/Son,,No,Female,22,Base higher (bachelor degree),Yes,Yes,Different Oblast,Student,Student,No income,No income
4903759,5511,1,1,,Yes,Male,46,Higher (master degree or PhD),Yes,Yes,This village,"Work based on engagement contract, author contract","Work based on engagement contract, author contract",5000 to 10000 UAH,More than 15000 UAH
4903759,5511,2,Spouse,,No,Female,39,Higher (master degree or PhD),Yes,Yes,Another village in the same Rayon,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
4903821,5095,1,1,,Yes,Female,31,Higher (master degree or PhD),Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
4903821,5095,2,Spouse,,Yes,Male,33,Complete secondary school,Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",10000 to 15000 UAH,10000 to 15000 UAH
4903821,5095,3,Mother/Farther,,Yes,Male,61,Higher (master degree or PhD),Yes,No,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",5000 to 10000 UAH,5000 to 10000 UAH
4903974,7027,1,1,,Yes,Male,57,"Secondary special, incomplete higher (technical school, college)",No,No,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",2000 to 5000 UAH,5000 to 10000 UAH
4903974,7027,2,Spouse,,No,Female,51,"Secondary special, incomplete higher (technical school, college)",No,No,This village,Housewife (incl. maternity leave),Employed by an employer (in the private or public sector),2000 to 5000 UAH,2000 to 5000 UAH
4904076,7022,1,1,,Yes,Female,64,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",Up to 2 000 UAH,2000 to 5000 UAH
4904280,5663,1,1,,Yes,Male,47,Higher (master degree or PhD),Yes,No,This village,"Work based on engagement contract, author contract","Work based on engagement contract, author contract",10000 to 15000 UAH,More than 15000 UAH
4904280,5663,2,Spouse,,No,Female,42,Higher (master degree or PhD),Yes,,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),2000 to 5000 UAH,2000 to 5000 UAH
4904382,6930,1,1,,Yes,Female,60,Complete secondary school,Yes,Yes,This village,,"Work based on engagement contract, author contract",2000 to 5000 UAH,5000 to 10000 UAH
4904382,6930,2,Spouse,,Yes,Male,65,"Secondary special, incomplete higher (technical school, college)",Yes,No,This village,,,2000 to 5000 UAH,2000 to 5000 UAH
4904464,5587,1,1,,Yes,Male,55,Higher (master degree or PhD),Yes,No,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
4904464,5587,2,Spouse,,No,Female,46,Higher (master degree or PhD),Yes,No,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",5000 to 10000 UAH,5000 to 10000 UAH
4904481,5942,1,1,,Yes,Male,53,"Vocational school (PTU, lyceum)",Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",,
4904538,6458,1,1,,Yes,Male,57,"Secondary special, incomplete higher (technical school, college)",Yes,No,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",,2000 to 5000 UAH
4904538,6458,2,Spouse,,No,Female,51,"Secondary special, incomplete higher (technical school, college)",No,No,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,2000 to 5000 UAH
4904538,6458,3,Daughter/Son,,No,Female,17,Some secondary school,No,,This village,Housewife (incl. maternity leave),Housewife (incl. maternity leave),No income,No income
4904538,6458,4,Mother/Farther,,No,Female,92,Primary school,No,No,This village,Unable to work,Unable to work,2000 to 5000 UAH,2000 to 5000 UAH
4904831,5928,1,1,,No,Male,37,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",No income,2000 to 5000 UAH
4904831,5928,2,Spouse,,No,Female,33,Higher (master degree or PhD),Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
4904879,5106,1,1,,Yes,Male,47,,Yes,,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",10000 to 15000 UAH,No income
4905065,5093,1,1,,Yes,Male,40,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)",Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
4905065,5093,2,Spouse,,No,Female,31,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
4905139,5500,1,1,,Yes,Male,59,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",No income,5000 to 10000 UAH
4905145,6533,1,1,,Yes,Male,52,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",No income,2000 to 5000 UAH
4905145,6533,2,Daughter/Son,,No,Male,19,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,This village,Employed by an employer (in the private or public sector),Student,5000 to 10000 UAH,No income
4905172,5887,1,1,,Yes,Male,30,Higher (master degree or PhD),Yes,No,This village,,,,
4905172,5887,2,Spouse,,No,Female,23,"Secondary special, incomplete higher (technical school, college)",No,,This village,Housewife (incl. maternity leave),Housewife (incl. maternity leave),No income,No income
4905180,7063,1,1,,No,Female,46,Higher (master degree or PhD),Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),10000 to 15000 UAH,10000 to 15000 UAH
4905180,7063,2,Spouse,,Yes,Male,48,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",10000 to 15000 UAH,10000 to 15000 UAH
4905225,5797,1,1,,Yes,Male,55,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",,10000 to 15000 UAH
4905225,5797,2,Spouse,,Yes,Female,45,Higher (master degree or PhD),Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),,
4905268,5577,1,1,,Yes,Male,41,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Work based on engagement contract, author contract",More than 15000 UAH,More than 15000 UAH
4905268,5577,2,Spouse,,No,Female,42,Higher (master degree or PhD),Yes,Yes,Abroad,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),More than 15000 UAH,More than 15000 UAH
4905268,5577,3,Spouse,,No,Male,69,Higher (master degree or PhD),Yes,No,Abroad,Pensioner,Pensioner,2000 to 5000 UAH,Up to 2 000 UAH
4905284,7167,1,1,,No,Female,61,Higher (master degree or PhD),Yes,Yes,This village,"Work based on engagement contract, author contract","Work based on engagement contract, author contract",5000 to 10000 UAH,More than 15000 UAH
4905284,7167,2,Spouse,,Yes,Male,62,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,This village,"Work based on engagement contract, author contract","Work based on engagement contract, author contract",5000 to 10000 UAH,More than 15000 UAH
4905284,7167,3,Daughter/Son,,,Female,,,,,,,,,
4905284,7167,4,Other (specify),son-in-law,,Male,,,,,,,,,
4905288,6934,1,1,,Yes,Male,39,Higher (master degree or PhD),Yes,Yes,This village,Employed by an employer (in the private or public sector),,More than 15000 UAH,More than 15000 UAH
4905288,6934,2,Spouse,,No,Female,39,Higher (master degree or PhD),Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),,
4905325,5787,1,1,,Yes,Male,47,"Vocational school (PTU, lyceum)",Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",More than 15000 UAH,More than 15000 UAH
4905325,5787,2,Daughter/Son,,No,Male,19,"Secondary special, incomplete higher (technical school, college)",No,Yes,This village,Student,Student,No income,2000 to 5000 UAH
4905325,5787,3,Spouse,,No,Female,38,Higher (master degree or PhD),No,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
4905360,5146,1,1,,Yes,Male,54,Higher (master degree or PhD),Yes,No,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",10000 to 15000 UAH,10000 to 15000 UAH
4905360,5146,2,Spouse,,No,Female,47,Higher (master degree or PhD),Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
4905398,6907,1,1,,Yes,Male,50,"Vocational school (PTU, lyceum)",Yes,Yes,This village,Military service,"Work based on engagement contract, author contract",More than 15000 UAH,More than 15000 UAH
4905398,6907,2,Spouse,,No,Female,52,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",More than 15000 UAH,More than 15000 UAH
4905398,6907,3,Mother/Farther,,No,Female,78,"Vocational school (PTU, lyceum)",No,No,This village,Pensioner,Pensioner,2000 to 5000 UAH,2000 to 5000 UAH
4905468,7026,1,1,,Yes,Male,64,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",5000 to 10000 UAH,2000 to 5000 UAH
4905468,7026,2,Spouse,,No,Female,47,Higher (master degree or PhD),Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,2000 to 5000 UAH
4905511,6409,1,1,,Yes,Male,42,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",10000 to 15000 UAH,10000 to 15000 UAH
4905511,6409,2,Spouse,,No,Female,38,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",No income,No income
4905620,6792,1,1,,Yes,Male,52,"Secondary special, incomplete higher (technical school, college)",Yes,No,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",More than 15000 UAH,More than 15000 UAH
4905627,6155,1,1,,Yes,Male,62,"Secondary special, incomplete higher (technical school, college)",Yes,No,This village,"Work based on engagement contract, author contract","Work based on engagement contract, author contract",5000 to 10000 UAH,5000 to 10000 UAH
4905627,6155,2,Spouse,,Yes,Female,58,"Secondary special, incomplete higher (technical school, college)",No,No,This village,"Work based on engagement contract, author contract","Work based on engagement contract, author contract",No income,No income
4905627,6155,3,,,,Male,,,,,,,,,
4905627,6155,4,,,,Male,,,,,,,,,
4905627,6155,5,,,,Male,,,,,,,,,
4905627,6155,6,,,,Male,,,,,,,,,
4905627,6155,7,,,,Female,,,,,,,,,
4905629,5201,1,1,,Yes,Female,63,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",5000 to 10000 UAH,10000 to 15000 UAH
4905629,5201,2,Daughter/Son,,No,Female,38,Higher (master degree or PhD),Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),10000 to 15000 UAH,10000 to 15000 UAH
4905648,6529,1,1,,Yes,Male,60,Higher (master degree or PhD),Yes,No,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",More than 15000 UAH,10000 to 15000 UAH
4905657,5839,1,1,,Yes,Male,58,"Vocational school (PTU, lyceum)",Yes,No,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",No income,2000 to 5000 UAH
4905657,5839,2,Spouse,,No,Female,55,Complete secondary school,No,Yes,This village,Housewife (incl. maternity leave),Housewife (incl. maternity leave),No income,No income
4905795,5835,1,1,,Yes,Male,59,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",More than 15000 UAH,More than 15000 UAH
4905829,6404,1,1,,No,Female,49,"Secondary special, incomplete higher (technical school, college)",Yes,No,This village,Housewife (incl. maternity leave),Housewife (incl. maternity leave),No income,No income
4905829,6404,2,Spouse,,Yes,Male,53,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",5000 to 10000 UAH,5000 to 10000 UAH
4905844,5136,1,1,,,Female,34,,,,This village,,,,
4905844,5136,2,Spouse,,,Male,,,,,,,,,
4905893,5586,1,1,,Yes,Male,51,Complete secondary school,Yes,No,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",5000 to 10000 UAH,5000 to 10000 UAH
