CASE_ID,FARM_ID,region,regname,respondent,Sex,Age,highest_Degree,Farm_area(ha),respondant_region,resident_type
4906506,5050,West,Lviv,,,,,108,Lvivska Oblast,Village
6388858,4662,West,Lviv,,,,,105,Lvivska Oblast,Village
4913543,5012,West,Lviv,,,,,127,Lvivska Oblast,Village
4765064,1517,West,Lviv,,,,,12,Lvivska Oblast,Village
6459033,1277,West,Lviv,Relative of owner but not household member,Female,62,Higher (master degree or PhD),1200,Lvivska Oblast,Village
5010311,10848,West,Lviv,,,,,270,Lvivska Oblast,Town up to 20 000 inhabitants
4959797,6614,West,Lviv,,,,,156,Lvivska Oblast,Village
4807148,2709,West,Lviv,,,,,40,Lvivska Oblast,Village
6290715,11347,West,Lviv,,,,,111,Lvivska Oblast,Village
4905844,5136,West,Lviv,Manager without any relationship to owner,Female,28,Base higher (bachelor degree),1074,Lvivska Oblast,Town 20 - 49 000 inhabitants
4899819,571,West,Lviv,,,,,100,Lvivska Oblast,Village
4806520,3487,Southern,Mykolayiv,Relative of owner but not household member,Female,32,Higher (master degree or PhD),46,Mykolayivska Oblast,Town 20 - 49 000 inhabitants
4905800,5750,Southern,Mykolayiv,,,,,88,Mykolayivska Oblast,Village
4900331,6804,Southern,Mykolayiv,,,,,2,Mykolayivska Oblast,Village
4953597,11228,Southern,Mykolayiv,,,,,47,Mykolayivska Oblast,Village
4938837,5462,Southern,Mykolayiv,,,,,120,Mykolayivska Oblast,Urban-type settlement (SMT)
4881792,4746,Southern,Mykolayiv,,,,,230,Mykolayivska Oblast,Urban-type settlement (SMT)
4916136,3425,Southern,Mykolayiv,,,,,800,Mykolayivska Oblast,Village
4804514,1739,Southern,Mykolayiv,,,,,50,Mykolayivska Oblast,Urban-type settlement (SMT)
6288463,11615,Southern,Mykolayiv,,,,,180,Mykolayivska Oblast,Urban-type settlement (SMT)
6372045,784,Southern,Mykolayiv,,,,,70,Mykolayivska Oblast,Village
4850791,370,Southern,Mykolayiv,,,,,550,Mykolayivska Oblast,City 100-499 000 inhabitants
4925659,4239,Southern,Mykolayiv,,,,,2,Mykolayivska Oblast,Village
4841712,4036,Southern,Mykolayiv,,,,,2,Mykolayivska Oblast,Village
4899665,3903,Southern,Mykolayiv,,,,,530,Mykolayivska Oblast,Urban-type settlement (SMT)
4826282,4031,Southern,Mykolayiv,,,,,200,Mykolayivska Oblast,Village
5035229,3083,Southern,Mykolayiv,,,,,100,Mykolayivska Oblast,Village
4795987,3160,Southern,Mykolayiv,,,,,32,Mykolayivska Oblast,Village
4777899,3417,Southern,Mykolayiv,,,,,4,Mykolayivska Oblast,Village
6400926,793,Southern,Mykolayiv,,,,,60,Mykolayivska Oblast,Village
6293465,11423,Southern,Mykolayiv,Relative of owner but not household member,Male,53,Complete secondary school,86,Mykolayivska Oblast,Village
5015682,6633,Southern,Mykolayiv,,,,,100,Mykolayivska Oblast,Village
4960153,5841,Southern,Mykolayiv,,,,,300,Mykolayivska Oblast,Village
4916319,5457,Southern,Mykolayiv,,,,,105,Mykolayivska Oblast,City 100-499 000 inhabitants
4777773,4007,Southern,Mykolayiv,,,,,5,Mykolayivska Oblast,Village
4823952,4846,Southern,Mykolayiv,,,,,12,Mykolayivska Oblast,Village
4777620,3312,Southern,Mykolayiv,,,,,100,Mykolayivska Oblast,Town up to 20 000 inhabitants
5003104,797,Southern,Mykolayiv,,,,,57,Mykolayivska Oblast,Village
6295377,11534,Southern,Mykolayiv,,,,,280,Mykolayivska Oblast,Urban-type settlement (SMT)
4824208,393,Southern,Mykolayiv,Relative of owner but not household member,Female,56,Higher (master degree or PhD),75,Mykolayivska Oblast,Village
5003036,4615,Southern,Mykolayiv,,,,,250,Mykolayivska Oblast,Urban-type settlement (SMT)
4907604,7264,Southern,Mykolayiv,,,,,200,Mykolayivska Oblast,Village
4974629,9290,Southern,Mykolayiv,,,,,156,Mykolayivska Oblast,Town up to 20 000 inhabitants
4948417,10784,Southern,Mykolayiv,,,,,44,Mykolayivska Oblast,Urban-type settlement (SMT)
4833774,4726,Southern,Mykolayiv,,,,,16,Mykolayivska Oblast,Village
4914777,176,Southern,Mykolayiv,Manager without any relationship to owner,Female,47,Higher (master degree or PhD),2180,Mykolayivska Oblast,City 100-499 000 inhabitants
4899150,6228,Southern,Mykolayiv,,,,,3,Mykolayivska Oblast,Urban-type settlement (SMT)
4878753,4633,Southern,Mykolayiv,,,,,50,Mykolayivska Oblast,Village
6295441,11735,Southern,Mykolayiv,Manager without any relationship to owner,Female,67,Higher (master degree or PhD),776,Mykolayivska Oblast,Urban-type settlement (SMT)
6458928,6687,Southern,Mykolayiv,,,,,50,Mykolayivska Oblast,Urban-type settlement (SMT)
4787255,3859,Southern,Mykolayiv,,,,,557,Mykolayivska Oblast,Village
4841954,2607,Southern,Mykolayiv,,,,,120,Mykolayivska Oblast,Village
5007197,8163,Southern,Mykolayiv,,,,,400,Mykolayivska Oblast,City 100-499 000 inhabitants
4917517,5674,Southern,Mykolayiv,,,,,70,Mykolayivska Oblast,Village
4913045,7271,Southern,Mykolayiv,,,,,9,Mykolayivska Oblast,Village
4954258,9996,Southern,Mykolayiv,,,,,24,Mykolayivska Oblast,Village
4815683,1905,Southern,Mykolayiv,,,,,50,Mykolayivska Oblast,Urban-type settlement (SMT)
5022592,8622,Southern,Mykolayiv,,,,,15,Mykolayivska Oblast,Village
6453351,6025,Southern,Mykolayiv,,,,,55,Mykolayivska Oblast,Village
4856107,3959,Southern,Mykolayiv,Other (specify),Female,66,"Secondary special, incomplete higher (technical school, college)",340,Mykolayivska Oblast,Village
4796124,2902,Southern,Mykolayiv,,,,,25,Mykolayivska Oblast,Village
4845514,2653,Southern,Mykolayiv,,,,,7,Mykolayivska Oblast,Village
4805487,1174,Southern,Mykolayiv,,,,,22,Mykolayivska Oblast,Village
4967881,6491,Southern,Mykolayiv,Relative of owner but not household member,Female,40,"Secondary special, incomplete higher (technical school, college)",7,Mykolayivska Oblast,Urban-type settlement (SMT)
4805400,678,Southern,Mykolayiv,,,,,1,Mykolayivska Oblast,Village
4948632,9871,Southern,Mykolayiv,,,,,33,Mykolayivska Oblast,Village
4994787,5888,Southern,Mykolayiv,Manager without any relationship to owner,Female,47,Complete secondary school,124,Mykolayivska Oblast,Town 20 - 49 000 inhabitants
4813875,990,Southern,Mykolayiv,,,,,2200,Mykolayivska Oblast,Village
4918083,6924,Southern,Mykolayiv,,,,,5,Mykolayivska Oblast,Village
4847029,1959,Southern,Mykolayiv,,,,,50,Mykolayivska Oblast,Urban-type settlement (SMT)
4796140,3764,Southern,Mykolayiv,,,,,9,Mykolayivska Oblast,Village
4814196,604,Southern,Mykolayiv,,,,,186,Mykolayivska Oblast,Urban-type settlement (SMT)
4984011,8862,Southern,Mykolayiv,,,,,107,Mykolayivska Oblast,City 100-499 000 inhabitants
4797890,1100,Southern,Mykolayiv,,,,,25,Mykolayivska Oblast,Village
4919761,6071,Southern,Mykolayiv,,,,,327,Mykolayivska Oblast,Village
6374968,11374,Southern,Mykolayiv,,,,,58,Mykolayivska Oblast,Village
4968520,10024,Southern,Mykolayiv,,,,,8,Mykolayivska Oblast,Village
4949563,7487,Southern,Mykolayiv,Manager without any relationship to owner,Female,31,Higher (master degree or PhD),120,Mykolayivska Oblast,Village
4880903,1920,Southern,Mykolayiv,,,,,45,Mykolayivska Oblast,Village
4920600,7203,Southern,Mykolayiv,,,,,40,Mykolayivska Oblast,Village
4794771,2881,Southern,Mykolayiv,,,,,50,Mykolayivska Oblast,Village
4829283,4393,Southern,Mykolayiv,,,,,14,Mykolayivska Oblast,Village
4777572,3516,Southern,Mykolayiv,,,,,150,Mykolayivska Oblast,Village
4821299,3612,Southern,Mykolayiv,,,,,10,Mykolayivska Oblast,Village
4893079,6659,Southern,Mykolayiv,,,,,8,Mykolayivska Oblast,Village
5000403,645,Southern,Mykolayiv,Relative of owner but not household member,Female,54,Higher (master degree or PhD),112,Mykolayivska Oblast,Town up to 20 000 inhabitants
4979225,8207,Southern,Mykolayiv,,,,,350,Mykolayivska Oblast,Urban-type settlement (SMT)
5007026,10926,Southern,Mykolayiv,,,,,70,Mykolayivska Oblast,Village
5015716,10668,Southern,Mykolayiv,,,,,58,Mykolayivska Oblast,Urban-type settlement (SMT)
6393870,11373,Southern,Mykolayiv,Manager without any relationship to owner,Female,43,Higher (master degree or PhD),200,Mykolayivska Oblast,City 100-499 000 inhabitants
4968547,8741,Southern,Mykolayiv,,,,,137,Mykolayivska Oblast,Urban-type settlement (SMT)
4803162,2856,Southern,Mykolayiv,,,,,50,Mykolayivska Oblast,Urban-type settlement (SMT)
4795720,3345,Southern,Mykolayiv,Manager without any relationship to owner,Male,48,Higher (master degree or PhD),,Mykolayivska Oblast,Village
4797053,1623,Southern,Mykolayiv,,,,,330,Mykolayivska Oblast,Village
4925635,5117,Southern,Mykolayiv,,,,,200,Mykolayivska Oblast,Village
4932981,1863,Southern,Mykolayiv,,,,,98,Mykolayivska Oblast,Village
4799104,226,Southern,Mykolayiv,,,,,140,Mykolayivska Oblast,Village
4924775,4063,Southern,Mykolayiv,,,,,7,Mykolayivska Oblast,Urban-type settlement (SMT)
4851408,1659,Southern,Mykolayiv,,,,,50,Mykolayivska Oblast,Village
5021453,9763,Southern,Mykolayiv,,,,,7,Mykolayivska Oblast,Village
4896571,6160,Southern,Mykolayiv,,,,,18,Mykolayivska Oblast,Village
4805683,2847,Southern,Mykolayiv,,,,,60,Mykolayivska Oblast,Urban-type settlement (SMT)
4917869,3074,Southern,Mykolayiv,,,,,59,Mykolayivska Oblast,Village
4796076,3196,Southern,Mykolayiv,,,,,80,Mykolayivska Oblast,Village
4866888,3485,Southern,Mykolayiv,Manager without any relationship to owner,Female,60,"Secondary special, incomplete higher (technical school, college)",1190,Mykolayivska Oblast,Village
6390065,7363,Southern,Mykolayiv,,,,,1400,Mykolayivska Oblast,Urban-type settlement (SMT)
4851043,2891,Southern,Mykolayiv,,,,,160,Mykolayivska Oblast,Urban-type settlement (SMT)
5018973,2379,Southern,Mykolayiv,,,,,1400,Mykolayivska Oblast,Urban-type settlement (SMT)
5020594,7812,Southern,Mykolayiv,Manager without any relationship to owner,Female,40,Higher (master degree or PhD),1200,Mykolayivska Oblast,Village
4830778,588,Southern,Mykolayiv,,,,,38,Mykolayivska Oblast,Town up to 20 000 inhabitants
4905511,6409,Southern,Mykolayiv,,,,,250,Mykolayivska Oblast,Town 20 - 49 000 inhabitants
4810455,3096,Southern,Mykolayiv,,,,,95,Mykolayivska Oblast,Village
5007951,797,Southern,Mykolayiv,,,,,280,Mykolayivska Oblast,Village
4792981,2717,Southern,Mykolayiv,,,,,8,Mykolayivska Oblast,Village
4788832,2788,Southern,Mykolayiv,,,,,80,Mykolayivska Oblast,Urban-type settlement (SMT)
4813972,2981,Southern,Mykolayiv,,,,,70,Mykolayivska Oblast,Village
4860847,4195,Southern,Mykolayiv,,,,,4,Mykolayivska Oblast,Urban-type settlement (SMT)
6452766,5347,Southern,Mykolayiv,,,,,80,Mykolayivska Oblast,Town up to 20 000 inhabitants
4774382,605,Southern,Mykolayiv,,,,,800,Mykolayivska Oblast,Village
4813617,1836,Southern,Mykolayiv,,,,,5,Mykolayivska Oblast,Village
4939865,5449,Southern,Mykolayiv,,,,,240,Mykolayivska Oblast,Village
4917159,1757,Southern,Mykolayiv,,,,,17,Mykolayivska Oblast,Urban-type settlement (SMT)
5017455,6311,Southern,Mykolayiv,,,,,170,Mykolayivska Oblast,Village
4808348,2072,Southern,Mykolayiv,,,,,80,Mykolayivska Oblast,Urban-type settlement (SMT)
6294840,11364,Southern,Mykolayiv,,,,,100,Mykolayivska Oblast,Village
6400726,7751,Southern,Mykolayiv,Manager without any relationship to owner,Female,43,Higher (master degree or PhD),600,Mykolayivska Oblast,City 100-499 000 inhabitants
4978905,11208,Southern,Mykolayiv,,,,,10,Mykolayivska Oblast,Village
4798223,2131,Southern,Mykolayiv,,,,,11,Mykolayivska Oblast,Town up to 20 000 inhabitants
4915297,6695,Southern,Mykolayiv,,,,,2,Mykolayivska Oblast,Village
4925792,5485,Southern,Mykolayiv,,,,,180,Mykolayivska Oblast,City 100-499 000 inhabitants
6298154,11431,Southern,Mykolayiv,Manager without any relationship to owner,Female,61,Higher (master degree or PhD),611,Mykolayivska Oblast,Town 20 - 49 000 inhabitants
6400140,1563,Southern,Mykolayiv,,,,,124,Mykolayivska Oblast,Village
4817917,2950,Southern,Mykolayiv,,,,,45,Mykolayivska Oblast,Village
4846174,2357,Southern,Mykolayiv,,,,,26,Mykolayivska Oblast,Village
4919137,4679,Southern,Mykolayiv,,,,,10,Mykolayivska Oblast,Village
5026190,2971,Southern,Mykolayiv,,,,,34,Mykolayivska Oblast,Village
4758624,2349,Southern,Mykolayiv,,,,,12,Mykolayivska Oblast,Village
4781862,3713,Southern,Mykolayiv,Manager without any relationship to owner,Female,54,"Secondary special, incomplete higher (technical school, college)",80,Mykolayivska Oblast,Village
4947490,10521,Southern,Mykolayiv,,,,,350,Mykolayivska Oblast,City 100-499 000 inhabitants
4943474,1768,Southern,Mykolayiv,,,,,80,Mykolayivska Oblast,Village
4873324,1432,Southern,Mykolayiv,,,,,100,Mykolayivska Oblast,Village
4968371,7143,Southern,Mykolayiv,,,,,2,Mykolayivska Oblast,Village
4807986,4292,Southern,Mykolayiv,,,,,1000,Mykolayivska Oblast,Village
5025609,6547,Southern,Mykolayiv,Manager without any relationship to owner,Female,49,Higher (master degree or PhD),121,Mykolayivska Oblast,Village
6385399,6271,Southern,Mykolayiv,,,,,403,Mykolayivska Oblast,Town 20 - 49 000 inhabitants
4873909,1621,Southern,Mykolayiv,,,,,7,Mykolayivska Oblast,Village
4933200,5289,Southern,Mykolayiv,,,,,96,Mykolayivska Oblast,Urban-type settlement (SMT)
4811936,4649,Southern,Mykolayiv,,,,,11,Mykolayivska Oblast,Village
4797903,2443,Southern,Mykolayiv,,,,,300,Mykolayivska Oblast,Village
4913102,6149,Southern,Mykolayiv,Manager without any relationship to owner,Male,58,Higher (master degree or PhD),65,Mykolayivska Oblast,Urban-type settlement (SMT)
4810901,2387,Southern,Mykolayiv,,,,,48,Mykolayivska Oblast,Town 50 - 99 000 inhabitants
4966689,9404,Southern,Mykolayiv,,,,,500,Mykolayivska Oblast,Urban-type settlement (SMT)
4909461,6059,Southern,Mykolayiv,,,,,135,Mykolayivska Oblast,Urban-type settlement (SMT)
4825923,2476,Southern,Mykolayiv,,,,,240,Mykolayivska Oblast,Village
4854959,3665,Southern,Mykolayiv,,,,,16,Mykolayivska Oblast,Village
4971018,9525,Southern,Mykolayiv,,,,,78,Mykolayivska Oblast,Urban-type settlement (SMT)
4903206,6261,Southern,Mykolayiv,,,,,27,Mykolayivska Oblast,Village
4896871,5995,Southern,Mykolayiv,,,,,4,Mykolayivska Oblast,Village
4934221,6186,Southern,Mykolayiv,,,,,250,Mykolayivska Oblast,Town up to 20 000 inhabitants
4796089,4730,Southern,Mykolayiv,,,,,70,Mykolayivska Oblast,Village
4973000,7837,Southern,Mykolayiv,,,,,56,Mykolayivska Oblast,Village
4794803,3461,Southern,Mykolayiv,,,,,6,Mykolayivska Oblast,Village
4756935,3644,Southern,Mykolayiv,,,,,11,Mykolayivska Oblast,Urban-type settlement (SMT)
4972592,9640,Southern,Mykolayiv,,,,,120,Mykolayivska Oblast,Village
4878717,6501,Southern,Mykolayiv,,,,,3,Mykolayivska Oblast,Village
4929041,4384,Southern,Mykolayiv,,,,,80,Mykolayivska Oblast,Village
4884757,6827,Southern,Mykolayiv,,,,,34,Mykolayivska Oblast,Village
6287349,11659,Southern,Mykolayiv,Manager without any relationship to owner,Female,45,Higher (master degree or PhD),220,Mykolayivska Oblast,Village
4966202,10109,Southern,Mykolayiv,,,,,2,Mykolayivska Oblast,Village
6303893,11556,Southern,Mykolayiv,,,,,312,Mykolayivska Oblast,Village
6296510,11339,Southern,Mykolayiv,,,,,50,Mykolayivska Oblast,Urban-type settlement (SMT)
4894177,4442,Southern,Mykolayiv,,,,,400,Mykolayivska Oblast,Village
4960831,6093,Southern,Mykolayiv,,,,,4,Mykolayivska Oblast,Village
4941833,6527,Southern,Mykolayiv,,,,,60,Mykolayivska Oblast,Urban-type settlement (SMT)
4794472,919,Southern,Mykolayiv,Manager without any relationship to owner,Female,34,Higher (master degree or PhD),132,Mykolayivska Oblast,Village
4913494,5734,Southern,Mykolayiv,,,,,94,Mykolayivska Oblast,Village
6395843,9411,Southern,Mykolayiv,Manager without any relationship to owner,Female,41,Higher (master degree or PhD),2000,Mykolayivska Oblast,Village
4856781,1842,Southern,Mykolayiv,,,,,100,Mykolayivska Oblast,Urban-type settlement (SMT)
4870823,1771,Southern,Mykolayiv,,,,,2,Mykolayivska Oblast,Village
6398717,11521,Southern,Mykolayiv,,,,,700,Mykolayivska Oblast,Urban-type settlement (SMT)
4806211,3494,Southern,Mykolayiv,,,,,50,Mykolayivska Oblast,Urban-type settlement (SMT)
4888860,1566,Southern,Mykolayiv,,,,,127,Mykolayivska Oblast,Village
4998739,5334,Southern,Mykolayiv,Manager without any relationship to owner,Female,34,Higher (master degree or PhD),333,Mykolayivska Oblast,Urban-type settlement (SMT)
4942528,6870,Southern,Mykolayiv,,,,,30,Mykolayivska Oblast,Village
4764652,2945,Southern,Mykolayiv,,,,,100,Mykolayivska Oblast,Village
4781939,4770,Southern,Mykolayiv,,,,,2,Mykolayivska Oblast,Village
4841889,3178,Southern,Mykolayiv,,,,,8,Mykolayivska Oblast,Urban-type settlement (SMT)
4826576,2660,Southern,Mykolayiv,,,,,130,Mykolayivska Oblast,Village
6378456,6889,Southern,Mykolayiv,,,,,122,Mykolayivska Oblast,Village
4948707,10874,Southern,Mykolayiv,,,,,80,Mykolayivska Oblast,Urban-type settlement (SMT)
4967023,8895,Southern,Mykolayiv,,,,,8,Mykolayivska Oblast,Village
4779081,4957,Southern,Mykolayiv,,,,,25,Mykolayivska Oblast,Village
4911671,6457,Southern,Mykolayiv,,,,,11,Mykolayivska Oblast,Village
4798770,22,Southern,Mykolayiv,,,,,800,Mykolayivska Oblast,Village
4986110,8344,Southern,Mykolayiv,Manager without any relationship to owner,Female,51,Higher (master degree or PhD),120,Mykolayivska Oblast,Village
4785560,2757,Southern,Mykolayiv,,,,,46,Mykolayivska Oblast,Village
4794430,3517,Southern,Mykolayiv,,,,,6,Mykolayivska Oblast,Village
4837394,2586,Southern,Mykolayiv,,,,,160,Mykolayivska Oblast,Village
4769624,4627,Southern,Mykolayiv,Manager without any relationship to owner,Female,52,Higher (master degree or PhD),2143,Mykolayivska Oblast,Village
4900733,6182,Southern,Mykolayiv,,,,,8,Mykolayivska Oblast,Urban-type settlement (SMT)
4867113,4968,Southern,Mykolayiv,,,,,109,Mykolayivska Oblast,Urban-type settlement (SMT)
4867132,1804,Southern,Mykolayiv,,,,,80,Mykolayivska Oblast,Village
4878272,2676,Southern,Mykolayiv,,,,,110,Mykolayivska Oblast,Village
6382971,4727,Southern,Mykolayiv,,,,,300,Mykolayivska Oblast,Village
4760868,2136,Southern,Mykolayiv,,,,,65,Mykolayivska Oblast,Village
4961986,5862,Southern,Mykolayiv,Relative of owner but not household member,Male,27,Higher (master degree or PhD),55,Mykolayivska Oblast,Village
4877376,4777,Southern,Mykolayiv,,,,,105,Mykolayivska Oblast,Village
4842805,1813,Southern,Mykolayiv,Manager without any relationship to owner,Male,47,Higher (master degree or PhD),40,Mykolayivska Oblast,Village
4867535,4225,Southern,Mykolayiv,,,,,8,Mykolayivska Oblast,Village
4868196,910,Southern,Mykolayiv,,,,,112,Mykolayivska Oblast,Urban-type settlement (SMT)
4801931,2680,Southern,Mykolayiv,,,,,20,Mykolayivska Oblast,Village
4965630,5765,Southern,Mykolayiv,,,,,350,Mykolayivska Oblast,City 100-499 000 inhabitants
4830038,2658,Southern,Mykolayiv,,,,,6,Mykolayivska Oblast,Town 20 - 49 000 inhabitants
4853213,1778,Southern,Mykolayiv,Manager without any relationship to owner,Female,58,Higher (master degree or PhD),346,Mykolayivska Oblast,Urban-type settlement (SMT)
4912618,5632,Southern,Mykolayiv,,,,,145,Mykolayivska Oblast,Village
4806273,1454,Southern,Mykolayiv,,,,,133,Mykolayivska Oblast,Town up to 20 000 inhabitants
5009142,8149,Southern,Mykolayiv,Manager without any relationship to owner,Female,28,Higher (master degree or PhD),267,Mykolayivska Oblast,Urban-type settlement (SMT)
4817501,1203,Southern,Mykolayiv,,,,,330,Mykolayivska Oblast,Village
4778056,2582,Southern,Mykolayiv,,,,,94,Mykolayivska Oblast,Village
4932604,7176,Southern,Mykolayiv,,,,,3,Mykolayivska Oblast,Village
4815730,3495,Southern,Mykolayiv,,,,,60,Mykolayivska Oblast,Village
4920471,6125,Southern,Mykolayiv,,,,,180,Mykolayivska Oblast,Village
4855804,778,Southern,Mykolayiv,,,,,50,Mykolayivska Oblast,Urban-type settlement (SMT)
4957864,6785,Southern,Mykolayiv,,,,,250,Mykolayivska Oblast,Village
4874409,4792,Southern,Mykolayiv,,,,,120,Mykolayivska Oblast,Village
4801426,2453,Southern,Mykolayiv,,,,,14,Mykolayivska Oblast,Village
6401159,1603,Southern,Mykolayiv,,,,,137,Mykolayivska Oblast,Village
4833645,4998,Southern,Mykolayiv,,,,,50,Mykolayivska Oblast,Village
4794492,2122,Southern,Mykolayiv,,,,,85,Mykolayivska Oblast,Village
4841856,2436,Southern,Mykolayiv,,,,,9,Mykolayivska Oblast,Village
4758336,2034,Southern,Mykolayiv,,,,,109,Mykolayivska Oblast,Village
5005514,8424,Southern,Mykolayiv,,,,,95,Mykolayivska Oblast,Urban-type settlement (SMT)
4880391,6284,Southern,Mykolayiv,,,,,12,Mykolayivska Oblast,Village
4794765,1919,Southern,Mykolayiv,,,,,80,Mykolayivska Oblast,Village
4774287,4702,Southern,Mykolayiv,,,,,12,Mykolayivska Oblast,Village
6299210,11358,Southern,Mykolayiv,,,,,60,Mykolayivska Oblast,Urban-type settlement (SMT)
6384792,2213,Southern,Mykolayiv,,,,,100,Mykolayivska Oblast,Village
4881106,2170,Southern,Mykolayiv,,,,,117,Mykolayivska Oblast,Village
4855252,3535,Southern,Mykolayiv,,,,,110,Mykolayivska Oblast,Village
4830163,4470,Southern,Mykolayiv,,,,,50,Mykolayivska Oblast,Village
6387696,11444,Southern,Mykolayiv,,,,,600,Mykolayivska Oblast,Town up to 20 000 inhabitants
4787374,4374,Southern,Mykolayiv,,,,,129,Mykolayivska Oblast,Village
4757616,4077,Southern,Mykolayiv,,,,,300,Mykolayivska Oblast,Urban-type settlement (SMT)
4770972,4046,Southern,Mykolayiv,,,,,300,Mykolayivska Oblast,Town up to 20 000 inhabitants
4819985,4328,Southern,Mykolayiv,Relative of owner but not household member,Male,46,Higher (master degree or PhD),106,Mykolayivska Oblast,Town 20 - 49 000 inhabitants
4831940,3886,Southern,Mykolayiv,,,,,56,Mykolayivska Oblast,Village
4758768,3751,Southern,Mykolayiv,,,,,500,Mykolayivska Oblast,Town up to 20 000 inhabitants
6461147,5589,Southern,Mykolayiv,,,,,91,Mykolayivska Oblast,Village
4796078,1608,Southern,Mykolayiv,,,,,85,Mykolayivska Oblast,Village
4850744,4054,Southern,Mykolayiv,,,,,30,Mykolayivska Oblast,Village
4914191,5245,Southern,Mykolayiv,,,,,300,Mykolayivska Oblast,Village
4825535,3245,Southern,Mykolayiv,,,,,50,Mykolayivska Oblast,Urban-type settlement (SMT)
4925890,5947,Southern,Mykolayiv,,,,,50,Mykolayivska Oblast,Village
4985859,8815,Southern,Mykolayiv,,,,,49,Mykolayivska Oblast,Village
4878267,7258,Southern,Mykolayiv,,,,,30,Mykolayivska Oblast,Village
4883294,7252,Southern,Mykolayiv,,,,,24,Mykolayivska Oblast,Village
4806502,1390,Southern,Mykolayiv,,,,,85,Mykolayivska Oblast,Village
4785456,2558,Southern,Mykolayiv,,,,,82,Mykolayivska Oblast,City 100-499 000 inhabitants
6461793,5837,Southern,Mykolayiv,,,,,70,Mykolayivska Oblast,Village
4893761,6103,Southern,Mykolayiv,,,,,2,Mykolayivska Oblast,Village
4946258,8828,Southern,Mykolayiv,,,,,55,Mykolayivska Oblast,Urban-type settlement (SMT)
4932775,5239,Southern,Mykolayiv,,,,,400,Mykolayivska Oblast,Village
6297111,11306,Southern,Mykolayiv,Manager without any relationship to owner,Male,33,Higher (master degree or PhD),2800,Mykolayivska Oblast,Village
4840701,3341,Southern,Mykolayiv,Manager without any relationship to owner,Female,60,Higher (master degree or PhD),2300,Mykolayivska Oblast,Urban-type settlement (SMT)
4760508,4919,Southern,Mykolayiv,,,,,124,Mykolayivska Oblast,Village
4797915,2707,Southern,Mykolayiv,,,,,100,Mykolayivska Oblast,Village
4790748,2549,Southern,Mykolayiv,,,,,107,Mykolayivska Oblast,Village
4792285,3616,Southern,Mykolayiv,Manager without any relationship to owner,Male,47,Higher (master degree or PhD),1500,Mykolayivska Oblast,Village
4962205,5889,Southern,Mykolayiv,,,,,80,Mykolayivska Oblast,Town 20 - 49 000 inhabitants
4992402,9715,Southern,Mykolayiv,,,,,280,Mykolayivska Oblast,Urban-type settlement (SMT)
4886541,6551,Southern,Mykolayiv,,,,,13,Mykolayivska Oblast,Urban-type settlement (SMT)
4855236,2666,Southern,Mykolayiv,,,,,64,Mykolayivska Oblast,Urban-type settlement (SMT)
4916926,5773,Southern,Mykolayiv,,,,,86,Mykolayivska Oblast,Village
4791181,3809,Southern,Mykolayiv,,,,,78,Mykolayivska Oblast,Village
4952050,10168,Southern,Mykolayiv,,,,,20,Mykolayivska Oblast,Village
4802580,2859,Southern,Mykolayiv,,,,,2,Mykolayivska Oblast,Village
4925951,1709,Southern,Mykolayiv,,,,,250,Mykolayivska Oblast,Village
4797680,2177,Southern,Mykolayiv,,,,,200,Mykolayivska Oblast,Urban-type settlement (SMT)
4853253,4804,Southern,Mykolayiv,,,,,3,Mykolayivska Oblast,Urban-type settlement (SMT)
6304897,11484,Southern,Mykolayiv,Manager without any relationship to owner,Female,45,Higher (master degree or PhD),783,Mykolayivska Oblast,Urban-type settlement (SMT)
4828827,2519,Southern,Mykolayiv,,,,,18,Mykolayivska Oblast,Village
5028587,10830,Southern,Mykolayiv,,,,,8,Mykolayivska Oblast,Urban-type settlement (SMT)
4977516,9143,Southern,Mykolayiv,,,,,120,Mykolayivska Oblast,Village
6450903,9566,Southern,Mykolayiv,,,,,525,Mykolayivska Oblast,Village
4950672,11243,Southern,Mykolayiv,,,,,60,Mykolayivska Oblast,Urban-type settlement (SMT)
4875825,1943,Southern,Mykolayiv,,,,,50,Mykolayivska Oblast,Village
4871402,3788,Southern,Mykolayiv,,,,,9,Mykolayivska Oblast,Village
4754837,4578,Southern,Mykolayiv,,,,,2,Mykolayivska Oblast,City 500 000 + inhabitants
4966389,3124,Southern,Mykolayiv,,,,,36,Mykolayivska Oblast,Village
4823732,3526,Southern,Mykolayiv,,,,,30,Mykolayivska Oblast,Village
4960533,6401,Southern,Mykolayiv,,,,,20,Mykolayivska Oblast,Village
4965827,7248,Southern,Mykolayiv,,,,,91,Mykolayivska Oblast,Village
4856341,3488,Southern,Mykolayiv,,,,,10,Mykolayivska Oblast,Village
4823010,1908,Southern,Mykolayiv,,,,,104,Mykolayivska Oblast,Village
6401677,5779,Southern,Mykolayiv,,,,,120,Mykolayivska Oblast,Urban-type settlement (SMT)
4982883,8063,Southern,Mykolayiv,,,,,220,Mykolayivska Oblast,Village
4770152,2587,Southern,Mykolayiv,,,,,7,Mykolayivska Oblast,Village
4862526,849,Southern,Mykolayiv,,,,,50,Mykolayivska Oblast,Village
4913437,6584,Southern,Mykolayiv,,,,,90,Mykolayivska Oblast,Village
