CASE_ID,FARM_ID,fulltime_worker_22,parttime_worker_22,employees_22,fulltime_worker_21,partime_worker_21,employees_21,lease_price(per ha),lease_land,sell_land,buy_land,max_buy_price,tractor_value,unit,tractor_and_equip,agri_equip,unit,caws,pigs,credit_applied,credit_recieved,last_credit_year,credit_amount,unit,interest_rate,working_capital_invest,public_social_support_21,support_amount_21,relative_support_21,relative_amount_21,public_social_support_22,support_amount_22,relative_support_22,relative_amount_22,monetary_assistance_22,monetary_amount(UAH),technical_assistance,government,ngo,other_farmers,int_org,private_supplier,require_technical_assistance,kind_of_assistance_1,assistance_provider,kind_of_assistance_2,assistance2_provider,relative/neighbour_support,support_amount,country_situation_before_war,country_situation_now,personal_before_war,personal_now,s3_q14c_1,s3_q14c_2,s3_q14c_3,s3_q14c_4,s3_q14c_5,s3_q14c_8,s3_q14c_9,s3_q14c_6,s3_q14c_7,govt_1,govt_2,govt_3,govt_4,govt_5
6390065,7363,1,1,25,1,0,28,4000,Yes,No,Yes,80000,,,"500,000 UAH - s3_q3a + s3_q3b",,,0,0,Yes,Yes,2021,5000000,UAH,8,Yes,No,,No,,No,,No,,No,,Yes,No,Yes,No,No,No,Rather agree,Getting credit,International organization,DO NOT NEED ASSISTANCE,,No,,8,8,8,3,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes
4851043,2891,2,2,0,2,2,0,5000,Yes,No,Yes,,,,,,,0,0,No,Yes,2004,25000,UAH,,Yes,No,,No,,No,,No,,Yes,8000,No,,,,,,,DO NOT NEED ASSISTANCE,,,,No,,10 - Very Good,1 - Very Bad,10 - Very Good,10 - Very Good,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No
5018973,2379,1,0,25,1,0,25,3500,Yes,No,Yes,80000,300000,USD,,500000,USD,0,0,Yes,Yes,2021,3000000,UAH,3,Yes,No,,No,,Yes,40 000 - 60 000 UAH,No,,No,,No,,,,,,,Getting credit,Banks,DO NOT NEED ASSISTANCE,,No,,8,5,8,5,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No
5020594,7812,0,0,18,0,0,20,,Yes,No,Yes,,2000000,UAH,,5000000,UAH,0,0,Yes,Yes,2022,,,0,Yes,No,,No,,No,,No,,No,,No,,,,,,,Getting credit,Government,DO NOT NEED ASSISTANCE,,Yes,,8,6,8,5,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes
4830778,588,2,0,0,2,0,0,0,No,No,Yes,40000,0,,,0,,0,0,No,No,,,,,,No,,No,,Yes,Less than 20 000 UAH,No,,No,,Yes,No,No,Yes,No,No,Rather agree,Trainings related to doing business or management,,"Advisories on agricultural issues (e.g. variety choice, fertilizer application, pest control etc.)",,Yes,500000,8,4,8,5,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes
4905511,6409,2,0,1,2,0,1,4500,Yes,No,No,,2000000,UAH,,5000000,UAH,0,0,Yes,Yes,2022,1000000,UAH,0,Yes,No,,No,,No,,No,,No,,No,,,,,,,Getting credit,Banks,"Advisories on agricultural issues (e.g. variety choice, fertilizer application, pest control etc.)",Other farmers,No,,10 - Very Good,4,9,4,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No
4810455,3096,0,0,1,0,0,1,2500,No,No,,,,,,,,0,0,No,No,,,,,,No,,No,,,,No,,,,No,,,,,,,"Advisories on agricultural issues (e.g. variety choice, fertilizer application, pest control etc.)",Government,Trainings related to doing business or management,Other farmers,No,,8,3,8,3,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes
5007951,797,2,0,3,2,0,0,,Yes,No,Yes,,2860000,UAH,,4000000,UAH,0,3,Yes,Yes,2022,1200000,UAH,0,Yes,Yes,Less than 20 000 UAH,No,,No,,No,,No,,Yes,No,Yes,No,No,No,Rather agree,Getting credit,Government,DO NOT NEED ASSISTANCE,,Yes,400000,9,3,8,4,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes
4792981,2717,2,0,0,2,0,0,,Yes,No,No,,0,,,0,,0,0,No,No,,,,,,Yes,More than 60 000 UAH,No,,Yes,More than 60 000 UAH,No,,Yes,6600,No,,,,,,,"Advisories on agricultural issues (e.g. variety choice, fertilizer application, pest control etc.)",Other farmers,DO NOT NEED ASSISTANCE,,Yes,20000,8,4,9,4,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes
4788832,2788,4,0,0,4,0,0,,Yes,No,No,,0,,,0,,2,10,No,Yes,2022,35000,UAH,16,Yes,No,,No,,No,,No,,No,,Yes,No,Yes,Yes,No,No,Rather agree,"Advisories on agricultural issues (e.g. variety choice, fertilizer application, pest control etc.)",International organization,Getting credit,Government,No,,8,1 - Very Bad,8,3,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No
4813972,2981,1,0,0,1,0,0,3000,Yes,No,No,,250000,UAH,,100000,UAH,0,0,Yes,No,,,,,,Yes,20 000 - 40 000 UAH,Yes,Less than 20 000 UAH,Yes,20 000 - 40 000 UAH,No,,No,,No,,,,,,,"Advisories on agricultural issues (e.g. variety choice, fertilizer application, pest control etc.)",,Getting credit,Government,Yes,20000,5,,8,4,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes
4860847,4195,0,1,0,1,1,0,0,No,No,No,,0,,,0,,0,0,No,Yes,,,,,Yes,No,,No,,No,,No,,No,,No,,,,,,,,,,,,,,3,6,5,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No
6452766,5347,1,3,2,1,3,2,3000,Yes,No,Yes,60000,10000,USD,,25000,USD,0,0,Yes,No,,,,,,No,,No,,No,,No,,No,,No,,,,,,,,,,,Yes,40000,5,1 - Very Bad,8,3,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes
4774382,605,1,0,,2,0,7,,Yes,No,Yes,,110000,USD,,500000,USD,0,0,Yes,Yes,2022,2000000,UAH,0,Yes,No,,No,,No,,No,,,,Yes,No,No,Yes,No,No,Rather agree,"Advisories on agricultural issues (e.g. variety choice, fertilizer application, pest control etc.)",,Getting credit,Banks,No,,9,5,8,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
4813617,1836,1,0,0,1,0,0,1900,Yes,No,No,,2500,USD,,2500,USD,0,3,Yes,No,,,,,,No,,No,,No,,No,,No,,No,,,,,,,Getting credit,Government,DO NOT NEED ASSISTANCE,,No,,7,,6,5,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No
4939865,5449,3,3,2,2,0,2,4000,Yes,No,Yes,60000,3500000,UAH,,3500000,UAH,0,0,Yes,Yes,2021,240000,UAH,7,Yes,No,,No,,No,,No,,No,,No,,,,,,,Getting credit,International organization,DO NOT NEED ASSISTANCE,,No,,5,1 - Very Bad,8,1 - Very Bad,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No
4917159,1757,1,0,0,1,0,0,0,Yes,No,No,,0,,,0,,4,1,Yes,Yes,2019,,,,No,Yes,Less than 20 000 UAH,No,,Yes,20 000 - 40 000 UAH,No,,Yes,53280,No,,,,,,,DO NOT NEED ASSISTANCE,,,,No,,8,3,8,4,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No
5017455,6311,1,0,5,1,0,3,4000,Yes,No,Yes,40000,14000,USD,,30000,USD,0,0,No,No,,,,,,No,,No,,No,,No,,No,,No,,,,,,,DO NOT NEED ASSISTANCE,,,,No,,10 - Very Good,5,10 - Very Good,5,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes
4808348,2072,1,1,0,1,1,0,4000,Yes,No,Yes,,600000,UAH,,,,0,0,Yes,No,,,,,,No,,No,,Yes,Less than 20 000 UAH,Yes,40 000 - 60 000 UAH,No,,No,,,,,,,"Advisories on agricultural issues (e.g. variety choice, fertilizer application, pest control etc.)",Other farmers,Getting credit,Government,No,,8,4,7,5,No,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No
6294840,11364,1,0,2,1,0,2,3000,Yes,No,Yes,60000,34000,USD,,,,0,0,Yes,No,,,,,,Yes,,No,,No,,No,,No,,No,,,,,,,Getting credit,,,,No,,8,3,8,1 - Very Bad,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No
6400726,7751,0,0,5,0,0,5,1300,Yes,No,Yes,,1500000,UAH,,5500000,UAH,0,0,Yes,Yes,2022,1000000,UAH,5,Yes,,,,,,,,,No,,Yes,Yes,No,No,No,No,Rather agree,Getting credit,International organization,DO NOT NEED ASSISTANCE,,Yes,500000,7,4,7,2,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes
4978905,11208,1,0,0,1,0,0,5000,Yes,No,Yes,,,,,,,0,1,Yes,No,,,,,,No,,No,,No,,No,,No,,Yes,No,No,Yes,No,No,Rather disagree,DO NOT NEED ASSISTANCE,,,,Yes,,5,2,,,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes
4798223,2131,1,1,0,1,1,0,0,Yes,No,Yes,39000,0,,,0,,0,0,No,No,,,,,,No,,No,,No,,No,,No,,No,,,,,,,Getting credit,Government,Trainings related to doing business or management,Other farmers,No,,8,4,8,4,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes
4915297,6695,1,1,0,1,1,0,0,,No,Yes,,0,,,0,,0,0,No,No,,,,,,No,,No,,Yes,Less than 20 000 UAH,No,,No,,No,,,,,,,DO NOT NEED ASSISTANCE,,,,Yes,,7,3,7,5,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes
4925792,5485,1,0,0,1,0,0,3200,,No,Yes,40000,0,,,0,,0,0,Yes,No,,,,,,No,,No,,No,,No,,Yes,24000,No,,,,,,,Getting credit,International organization,DO NOT NEED ASSISTANCE,,Yes,,7,2,8,2,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes
6298154,11431,1,0,5,1,0,5,4000,Yes,No,,,,,,,,0,0,Yes,Yes,2022,7000000,UAH,13,Yes,No,,No,,No,,No,,No,,No,,,,,,,DO NOT NEED ASSISTANCE,,,,No,,10 - Very Good,6,10 - Very Good,5,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes
6400140,1563,2,0,2,2,0,2,4000,Yes,No,Yes,40000,2000000,UAH,,40000,USD,0,0,Yes,Yes,2022,500000,UAH,20,Yes,No,,No,,Yes,Less than 20 000 UAH,No,,No,,No,,,,,,,"Advisories on agricultural issues (e.g. variety choice, fertilizer application, pest control etc.)",Government,Getting credit,Government,Yes,,5,1 - Very Bad,,3,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No
4817917,2950,3,0,0,3,1,0,2700,No,No,Yes,,14000,USD,,100000,UAH,0,4,Yes,Yes,2010,50000,UAH,,Yes,No,,No,,No,,No,,No,,No,,,,,,,Getting credit,Government,Providing literature,Other farmers,Yes,30000,3,1 - Very Bad,3,1 - Very Bad,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes
4846174,2357,4,4,0,4,4,0,,No,No,No,,,,,,,0,0,No,No,,,,,,No,,No,,No,,No,,No,,No,,,,,,,DO NOT NEED ASSISTANCE,,,,No,,8,5,10 - Very Good,5,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
4919137,4679,2,1,0,2,1,0,0,Yes,No,,,0,,,0,,6,0,Yes,Yes,2022,10000,UAH,,Yes,No,,No,,No,,No,,,,Yes,No,Yes,No,No,No,Rather agree,Getting credit,,"Advisories on agricultural issues (e.g. variety choice, fertilizer application, pest control etc.)",Others (SPECIFY),Yes,,7,4,6,2,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No
5026190,2971,2,1,0,2,1,0,4000,Yes,No,,,200000,UAH,,0,,50,0,No,No,,,,,,No,,No,,No,,Yes,Less than 20 000 UAH,Yes,6000,Yes,No,Yes,No,No,No,Rather agree,DO NOT NEED ASSISTANCE,,,,Yes,50000,8,4,8,4,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes
4758624,2349,1,0,1,1,0,0,1000,No,No,No,,0,,,0,,0,0,Yes,Yes,2012,18000,UAH,,Yes,No,,No,,No,,No,,No,,No,,,,,,,DO NOT NEED ASSISTANCE,,,,No,,8,,5,5,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes
4781862,3713,2,0,2,2,0,2,3000,Yes,No,Yes,800000,250000,UAH,,1500000,UAH,0,0,No,No,,,,,,No,,No,,Yes,Less than 20 000 UAH,No,,Yes,7000,No,,,,,,,"Advisories on agricultural issues (e.g. variety choice, fertilizer application, pest control etc.)",,,,Yes,100000,5,3,8,4,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes
4947490,10521,3,0,4,3,0,2,3500,Yes,No,Yes,60000,15000000,UAH,,150000000,UAH,0,40,Yes,Yes,2021,1500000,UAH,7,Yes,No,,No,,No,,No,,No,,No,,,,,,,Getting credit,,Providing literature,,Yes,4000000,7,3,8,4,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No
4943474,1768,1,0,0,1,0,0,4000,Yes,No,Yes,,25000,USD,,1000000,UAH,0,0,Yes,Yes,2022,200000,UAH,,Yes,No,,,,Yes,,No,,Yes,,No,,,,,,,Getting credit,,DO NOT NEED ASSISTANCE,,,,,,,,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No
4873324,1432,1,1,0,1,1,0,3000,Yes,No,Yes,40000,10000,USD,,20000,USD,0,0,Yes,No,,,,,,No,,No,,Yes,20 000 - 40 000 UAH,No,,Yes,50000,No,,,,,,,Getting credit,International organization,"Advisories on agricultural issues (e.g. variety choice, fertilizer application, pest control etc.)",International organization,Yes,400000,8,5,10 - Very Good,3,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No
4968371,7143,3,3,0,3,3,0,2000,No,No,No,,300000,UAH,,40000,UAH,0,2,No,No,,,,,,Yes,20 000 - 40 000 UAH,No,,Yes,40 000 - 60 000 UAH,No,,No,,No,,,,,,,"Advisories on agricultural issues (e.g. variety choice, fertilizer application, pest control etc.)",Other farmers,DO NOT NEED ASSISTANCE,,No,,5,2,5,4,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No
4807986,4292,4,1,5,3,1,10,3000,Yes,No,No,,300000,USD,,200000,USD,0,0,Yes,Yes,2022,4000000,UAH,0,Yes,No,,No,,No,,No,,,,Yes,No,Yes,No,No,No,Rather agree,"Advisories on agricultural issues (e.g. variety choice, fertilizer application, pest control etc.)",International organization,Trainings related to doing business or management,International organization,,,10 - Very Good,10 - Very Good,10 - Very Good,10 - Very Good,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
5025609,6547,2,0,0,2,0,0,4400,Yes,No,Yes,60000,1000000,UAH,,500000,UAH,11,0,Yes,No,,,,,,No,,,,No,,,,Yes,400,Yes,No,No,Yes,No,No,Rather agree,"Advisories on agricultural issues (e.g. variety choice, fertilizer application, pest control etc.)",Government,Getting credit,Government,Yes,400000,10 - Very Good,2,10 - Very Good,1 - Very Bad,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes
6385399,6271,3,0,2,3,0,4,3200,Yes,No,Yes,,,,,8000000,UAH,0,0,Yes,Yes,2019,12000000,UAH,7,Yes,Yes,More than 60 000 UAH,No,,Yes,More than 60 000 UAH,No,,No,,Yes,No,Yes,No,No,No,Rather agree,"Advisories on agricultural issues (e.g. variety choice, fertilizer application, pest control etc.)",NGO,Getting credit,International organization,Yes,100000,9,3,9,3,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes
4873909,1621,2,0,1,2,0,0,0,Yes,No,Yes,40000,7000,USD,,10000,USD,0,6,No,No,,,,,,Yes,20 000 - 40 000 UAH,No,,Yes,20 000 - 40 000 UAH,No,,Yes,13200,No,,,,,,,Trainings related to doing business or management,Banks,"Advisories on agricultural issues (e.g. variety choice, fertilizer application, pest control etc.)",Other farmers,Yes,20000,5,5,7,3,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes
4933200,5289,1,1,0,1,1,0,5000,Yes,No,Yes,80000,600000,UAH,,1000000,UAH,0,0,Yes,Yes,2007,400000,UAH,,Yes,Yes,40 000 - 60 000 UAH,No,,Yes,40 000 - 60 000 UAH,No,,Yes,250000,Yes,No,No,Yes,No,No,Rather agree,Getting credit,Government,"Advisories on agricultural issues (e.g. variety choice, fertilizer application, pest control etc.)",NGO,Yes,300000,8,3,7,4,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No
4811936,4649,0,1,0,0,1,0,0,Yes,No,No,,0,,,0,,0,5,Yes,Yes,2021,20000,UAH,,Yes,Yes,20 000 - 40 000 UAH,No,,Yes,20 000 - 40 000 UAH,No,,Yes,6500,No,,,,,,,"Advisories on agricultural issues (e.g. variety choice, fertilizer application, pest control etc.)",Other farmers,DO NOT NEED ASSISTANCE,,Yes,20000,8,4,8,3,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes
4797903,2443,1,0,0,1,0,0,4000,Yes,No,Yes,100000,800000,UAH,,1500000,UAH,0,0,Yes,Yes,2021,150000,UAH,0,Yes,Yes,More than 60 000 UAH,No,,Yes,More than 60 000 UAH,No,,Yes,19500,No,,,,,,,Getting credit,Banks,DO NOT NEED ASSISTANCE,,Yes,200000,8,5,10 - Very Good,8,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No
4913102,6149,0,0,0,0,0,0,12000,Yes,No,Yes,50000,0,,,0,,0,0,No,No,,,,,,Yes,20 000 - 40 000 UAH,No,,Yes,20 000 - 40 000 UAH,No,,Yes,92000,Yes,No,Yes,No,No,No,Rather agree,"Advisories on agricultural issues (e.g. variety choice, fertilizer application, pest control etc.)",Government,DO NOT NEED ASSISTANCE,,Yes,5000,8,5,5,5,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes
4810901,2387,1,0,2,1,0,2,,Yes,No,Yes,57000,20000,USD,,20000,USD,0,15,Yes,Yes,,,,,Yes,Yes,20 000 - 40 000 UAH,No,,No,,No,,No,,No,,,,,,,"Advisories on agricultural issues (e.g. variety choice, fertilizer application, pest control etc.)",Input suppliers/dealers,Trainings related to doing business or management,Other farmers,Yes,200000,10 - Very Good,5,1 - Very Bad,1 - Very Bad,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes
4966689,9404,2,0,2,2,0,2,1200,Yes,No,Yes,40000,,,,,,0,0,No,No,,,,,,No,,No,,No,,No,,Yes,,No,,,,,,,DO NOT NEED ASSISTANCE,,,,No,,7,4,7,4,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes
4909461,6059,3,,1,2,2,1,6000,No,No,No,,10000,USD,,12000,USD,0,6,Yes,Yes,2019,200000,UAH,28,Yes,Yes,20 000 - 40 000 UAH,No,,Yes,20 000 - 40 000 UAH,No,,No,,Yes,Yes,No,No,No,No,Rather agree,"Advisories on agricultural issues (e.g. variety choice, fertilizer application, pest control etc.)",International organization,Getting credit,International organization,No,,6,4,6,4,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No
4825923,2476,3,0,6,4,0,2,10000,,No,Yes,,1000000,UAH,,700000,UAH,0,0,Yes,No,,,,,,No,,No,,Yes,Less than 20 000 UAH,No,,No,,No,,,,,,,Getting credit,,,,No,,7,,5,4,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No
4854959,3665,2,0,0,3,0,0,4000,Yes,No,Yes,,15000,USD,,30000,USD,3,3,No,Yes,2008,50000,UAH,32,Yes,Yes,Less than 20 000 UAH,No,,Yes,Less than 20 000 UAH,No,,No,,No,,,,,,,DO NOT NEED ASSISTANCE,,,,Yes,,5,3,8,5,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No
4971018,9525,2,0,0,2,0,0,1700,Yes,No,No,,150000,UAH,,15000,USD,0,0,Yes,No,,,,,,No,,No,,No,,No,,No,,No,,,,,,,Getting credit,,Providing literature,,No,,10 - Very Good,5,10 - Very Good,5,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes
4903206,6261,1,,0,1,0,0,0,,No,Yes,,0,,,0,,0,2,No,No,,,,,,No,,No,,No,,No,,No,,No,,,,,,,DO NOT NEED ASSISTANCE,,,,No,,8,4,7,5,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes
4896871,5995,2,2,0,2,0,0,3000,Yes,No,Yes,44000,530000,UAH,,0,,5,4,No,No,,,,,,Yes,Less than 20 000 UAH,No,,No,,No,,No,,No,,,,,,,"Advisories on agricultural issues (e.g. variety choice, fertilizer application, pest control etc.)",Other farmers,DO NOT NEED ASSISTANCE,,No,,7,2,8,3,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No
4934221,6186,2,0,0,2,0,7,550,Yes,No,Yes,25000,1500000,UAH,,2000000,UAH,0,0,Yes,No,,,,,,No,,No,,No,,No,,Yes,6660,No,,,,,,,"Advisories on agricultural issues (e.g. variety choice, fertilizer application, pest control etc.)",International organization,Providing literature,International organization,Yes,40000,7,1 - Very Bad,8,2,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No
4796089,4730,1,0,0,1,0,0,3500,Yes,No,Yes,,12000,USD,,620000,UAH,0,2,No,No,,,,,,No,,No,,No,,No,,Yes,13000,Yes,Yes,No,No,No,No,Rather agree,"Advisories on agricultural issues (e.g. variety choice, fertilizer application, pest control etc.)",Other farmers,Trainings related to doing business or management,International organization,No,,5,1 - Very Bad,3,1 - Very Bad,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes
4973000,7837,1,0,0,1,0,0,810,Yes,No,Yes,45000,2200000,UAH,,200000,UAH,0,0,Yes,No,,,,,,Yes,More than 60 000 UAH,No,,Yes,20 000 - 40 000 UAH,No,,Yes,173600,No,,,,,,,Getting credit,Government,"Advisories on agricultural issues (e.g. variety choice, fertilizer application, pest control etc.)",International organization,Yes,100000,7,4,9,5,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes
4794803,3461,,2,0,0,2,0,0,Yes,No,No,,0,,,0,,0,0,No,No,,,,,,No,,No,,No,,No,,No,,No,,,,,,,Getting credit,International organization,"Advisories on agricultural issues (e.g. variety choice, fertilizer application, pest control etc.)",Other farmers,No,,7,3,7,3,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No
4756935,3644,2,2,0,2,2,0,0,Yes,No,Yes,60000,7000,USD,,210000,UAH,0,0,No,No,,,,,,No,,No,,No,,No,,No,,No,,,,,,,"Advisories on agricultural issues (e.g. variety choice, fertilizer application, pest control etc.)",International organization,DO NOT NEED ASSISTANCE,,Yes,100000,6,3,6,3,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No
4972592,9640,2,2,1,2,2,2,3000,Yes,No,Yes,,40000,UAH,,30000,USD,0,0,No,No,,,,,,No,,No,,No,,No,,No,,No,,,,,,,DO NOT NEED ASSISTANCE,,,,No,,7,3,8,4,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes
4878717,6501,1,3,0,1,3,0,0,No,No,Yes,50000,0,,,0,,0,0,No,No,,,,,,No,,Yes,Less than 20 000 UAH,Yes,Less than 20 000 UAH,Yes,Less than 20 000 UAH,No,,Yes,No,No,Yes,No,No,Rather disagree,Getting credit,,DO NOT NEED ASSISTANCE,,Yes,8000,7,3,6,3,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes
4929041,4384,3,1,0,3,1,1,2500,No,No,Yes,,500000,UAH,,500000,UAH,0,0,Yes,Yes,2021,300000,UAH,2,Yes,No,,No,,No,,No,,No,,No,,,,,,,Getting credit,Government,Trainings related to doing business or management,Input suppliers/dealers,Yes,50000,10 - Very Good,1 - Very Bad,9,4,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No
4884757,6827,1,0,0,1,1,0,0,No,No,No,,0,,,0,,0,2,Yes,Yes,2021,70000,UAH,,Yes,No,,No,,Yes,Less than 20 000 UAH,Yes,Less than 20 000 UAH,No,,No,,,,,,,DO NOT NEED ASSISTANCE,,,,No,,5,1 - Very Bad,8,1 - Very Bad,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No
6287349,11659,0,0,3,0,0,0,700,Yes,No,Yes,,2000000,UAH,,,,0,0,Yes,No,,,,,,No,,,,,,,,No,,No,,,,,,,Getting credit,Government,DO NOT NEED ASSISTANCE,,Yes,,8,1 - Very Bad,8,1 - Very Bad,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes
4966202,10109,1,,3,3,,3,0,No,No,No,,0,,,0,,0,0,No,No,,,,,,No,,No,,Yes,Less than 20 000 UAH,No,,No,,No,,,,,,,,,,,No,,2,5,,2,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
6303893,11556,1,1,5,1,1,5,2000,No,No,Yes,500000,1000000,UAH,,5000000,UAH,0,0,Yes,Yes,2022,570000,UAH,0,Yes,No,,No,,No,,No,,Yes,360000,No,,,,,,,Getting credit,Banks,"Advisories on agricultural issues (e.g. variety choice, fertilizer application, pest control etc.)",,No,,7,3,7,2,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes
6296510,11339,1,0,5,1,0,5,,Yes,No,Yes,30000,0,,,0,,0,0,Yes,No,,,,,,No,,No,,No,,No,,No,,No,,,,,,,Getting credit,International organization,"Advisories on agricultural issues (e.g. variety choice, fertilizer application, pest control etc.)",International organization,Yes,1000000,5,5,7,5,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No
4894177,4442,1,1,3,1,1,3,4300,Yes,No,Yes,,35000,USD,,70000,USD,0,2,Yes,Yes,2014,,,,Yes,No,,No,,Yes,Less than 20 000 UAH,No,,Yes,18000,No,,,,,,,Getting credit,Government,DO NOT NEED ASSISTANCE,,No,,7,3,7,3,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes
4960831,6093,1,1,0,1,0,0,0,No,No,No,,0,,,0,,0,0,No,No,,,,,,Yes,40 000 - 60 000 UAH,No,,Yes,40 000 - 60 000 UAH,No,,No,,No,,,,,,,DO NOT NEED ASSISTANCE,,,,No,,7,3,7,3,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No
4941833,6527,1,1,0,1,1,0,3000,No,Yes,Yes,800000,0,,,0,,0,0,No,Yes,2022,520000,UAH,24,Yes,Yes,20 000 - 40 000 UAH,No,,Yes,20 000 - 40 000 UAH,No,,No,,No,,,,,,,Trainings related to doing business or management,International organization,"Advisories on agricultural issues (e.g. variety choice, fertilizer application, pest control etc.)",Other farmers,Yes,200000,8,4,8,2,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
4794472,919,0,0,2,0,0,2,,Yes,No,Yes,,1500000,UAH,,3500000,UAH,0,0,Yes,Yes,2021,200000,UAH,1,Yes,No,,No,,No,,No,,Yes,13000,No,,,,,,,Getting credit,Government,DO NOT NEED ASSISTANCE,,No,,7,4,8,3,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes
4913494,5734,1,0,0,1,0,0,4000,Yes,No,Yes,60000,0,,,0,,0,0,Yes,Yes,2022,250000,UAH,0,Yes,No,,No,,Yes,Less than 20 000 UAH,No,,No,,No,,,,,,,Getting credit,Banks,,,No,,8,3,8,3,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No
6395843,9411,0,0,46,0,0,45,7300,Yes,No,,,,,,,,250,0,Yes,Yes,2022,4000000,UAH,7,Yes,,,,,,,,,,,No,,,,,,,Getting credit,,"Advisories on agricultural issues (e.g. variety choice, fertilizer application, pest control etc.)",Government,,,,,7,2,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes
